,name,username,profile,user_id,title,fide,country,followers,joined,last_online,current_rapid_rating,highest_rapid_rating,highest_rapid_date,rapid_win,rapid_draw,rapid_loss,current_blitz_rating,highest_blitz_rating,highest_blitz_date,blitz_win,blitz_draw,blitz_loss,current_bullet_rating,highest_bullet_rating,highest_bullet_date,bullet_win,bullet_draw,bullet_loss,highest_tactics_rating,highest_tactics_date,highest_puzzle_rush_score,is_streamer,status,league
424,Mark Paragua,markparagua,https://www.chess.com/member/MarkParagua,88479290,GM,2529.0,United States,215,06/08/2020,29/06/2021,2448.0,2462.0,16/06/2021,53.0,20.0,8.0,2775.0,2894.0,17/05/2021,675.0,136.0,391.0,2900.0,2904.0,26/06/2021,261.0,25.0,167.0,3239,13/06/2021,53.0,False,basic,
425,Valeriy Aveskulov,luckytiger,https://www.chess.com/member/LuckyTiger,2466453,GM,2529.0,Ukraine,674,16/01/2010,15/07/2023,2484.0,2484.0,11/05/2015,19.0,0.0,0.0,2776.0,2813.0,15/07/2020,520.0,70.0,335.0,2843.0,2905.0,12/09/2020,335.0,14.0,91.0,3757,20/06/2023,66.0,False,premium,
426,Michael Brown,michaelq2d5,https://www.chess.com/member/michaelq2d5,16420848,GM,2528.0,United States,752,12/03/2014,16/07/2023,2903.0,,,1.0,1.0,0.0,2851.0,2943.0,18/05/2019,4834.0,1132.0,3330.0,2780.0,2997.0,11/09/2020,3910.0,554.0,2808.0,4293,06/05/2017,66.0,False,premium,Silver
427,Toms Kantans,tomskantans,https://www.chess.com/member/TomsKantans,1761375,GM,2528.0,Latvia,180,12/02/2009,16/07/2023,2402.0,2673.0,28/07/2019,19.0,7.0,7.0,2641.0,2812.0,22/03/2023,2540.0,329.0,1863.0,2678.0,2786.0,17/11/2020,565.0,64.0,365.0,3300,18/04/2023,57.0,False,premium,Elite
428,Artem Iljin,artem_ilyin,https://www.chess.com/member/Artem_Ilyin,43053602,GM,2528.0,Russia,179,06/02/2018,16/07/2023,2403.0,2403.0,02/11/2019,1.0,0.0,0.0,2481.0,2573.0,01/02/2020,124.0,25.0,101.0,2649.0,2499.0,31/05/2020,2.0,0.0,1.0,2222,29/05/2018,,False,premium,Wood
429,Athanasios Mastrovasilis,mastroskaki,https://www.chess.com/member/Mastroskaki,61789490,GM,2528.0,Greece,270,01/06/2019,06/07/2023,2088.0,2549.0,03/06/2019,25.0,8.0,7.0,2724.0,2824.0,15/04/2022,1753.0,335.0,792.0,2754.0,2754.0,13/05/2022,4.0,0.0,1.0,3162,15/11/2022,41.0,False,premium,Champion
430,Darcy Lima,darcylima,https://www.chess.com/member/DarcyLima,5234708,GM,2528.0,Brazil,89,06/06/2011,17/12/2022,2374.0,2472.0,04/09/2021,1.0,0.0,1.0,,,,,,,,,,,,,400,06/06/2011,40.0,False,premium,
431,Nicolas Checa,speedskater,https://www.chess.com/member/SPEEDSKATER,1680974,GM,2527.0,United States,139,28/12/2008,10/07/2023,2238.0,2488.0,30/01/2019,21.0,6.0,6.0,2882.0,3008.0,23/05/2023,2822.0,600.0,1727.0,2857.0,2928.0,08/06/2023,1805.0,207.0,1036.0,3378,10/07/2023,57.0,False,premium,Champion
432,Pavel Anisimov,paulfromspb,https://www.chess.com/member/PaulfromSPb,21423008,GM,2527.0,Russia,177,08/03/2015,29/03/2021,2157.0,2590.0,02/03/2020,28.0,14.0,6.0,2840.0,2840.0,24/03/2021,2899.0,611.0,2105.0,2741.0,2741.0,10/03/2021,1656.0,237.0,1415.0,2643,20/11/2017,68.0,False,premium,
433,Andre Diamant,diamant-stl,https://www.chess.com/member/Diamant-STL,9478882,GM,2527.0,United States,1,02/11/2012,15/11/2012,,,,,,,,,,,,,,,,,,,400,02/11/2012,,False,premium,
434,Ruslan Scherbakov,chowman64,https://www.chess.com/member/Chowman64,76772642,GM,2527.0,Russia,1,15/04/2020,12/03/2022,,,,,,,2651.0,2766.0,03/03/2021,6.0,2.0,3.0,,,,,,,2550,14/02/2021,40.0,False,premium,
435,Deep Sengupta,deep306,https://www.chess.com/member/deep306,24947340,GM,2527.0,India,18,07/11/2015,01/06/2023,,,,,,,2650.0,2674.0,17/06/2020,102.0,16.0,56.0,2571.0,2533.0,05/05/2019,186.0,10.0,111.0,3359,18/11/2022,73.0,False,premium,Wood
436,Petar Genkov Genov,tigergenov,https://www.chess.com/member/TigerGenov,10961392,GM,2526.0,Bulgaria,74,27/02/2013,03/07/2023,2127.0,2497.0,10/04/2020,19.0,0.0,3.0,2098.0,2341.0,31/10/2013,62.0,7.0,29.0,2186.0,2271.0,17/02/2014,191.0,8.0,92.0,3545,29/06/2023,61.0,False,premium,Stone
437,Nadezda Kosintseva,karavanela,https://www.chess.com/member/Karavanela,18186994,GM,2526.0,United States,202,23/07/2014,15/07/2023,2397.0,2397.0,31/10/2022,4.0,0.0,0.0,2578.0,2656.0,27/03/2022,963.0,192.0,761.0,2239.0,2298.0,23/12/2021,35.0,1.0,34.0,1200,01/12/2021,,False,premium,Bronze
438,Vishnu Prasanna,vishnuprasanna,https://www.chess.com/member/VishnuPrasanna,1815428,GM,2526.0,India,643,12/03/2009,13/07/2023,2096.0,2401.0,15/05/2020,12.0,1.0,10.0,2622.0,2825.0,04/10/2019,2009.0,174.0,1384.0,2674.0,2737.0,08/10/2017,1077.0,37.0,803.0,3658,06/07/2023,71.0,False,premium,Silver
439,Zoltan Medvegy,medvegy,https://www.chess.com/member/Medvegy,13588732,GM,2526.0,Hungary,458,20/09/2013,16/07/2023,2581.0,2581.0,07/02/2022,161.0,8.0,3.0,2588.0,2681.0,12/10/2018,1945.0,202.0,1057.0,2713.0,2645.0,11/04/2018,322.0,21.0,143.0,3201,24/01/2023,46.0,False,premium,Stone
440,Arjun Erigaisi,ghandeevam2003,https://www.chess.com/member/GHANDEEVAM2003,20718020,GM,2526.0,India,2566,21/01/2015,16/07/2023,2661.0,2829.0,24/02/2023,121.0,57.0,49.0,3089.0,3154.0,05/07/2023,3812.0,851.0,2587.0,3110.0,3236.0,05/12/2020,7957.0,1143.0,5511.0,3945,07/04/2023,88.0,False,premium,Elite
441,Rashad Babaev,azgm,https://www.chess.com/member/AzGm,9215860,GM,2525.0,United States,1,11/10/2012,08/09/2013,,,,,,,2162.0,2314.0,07/09/2013,3.0,0.0,2.0,,,,,,,2865,12/08/2013,,False,premium,
442,Hagen Poetsch,tetris4jeff,https://www.chess.com/member/Tetris4Jeff,62975732,GM,2525.0,Germany,372,05/07/2019,16/07/2023,,,,,,,,,,,,,2650.0,1936.0,05/07/2019,1.0,0.0,0.0,3138,08/08/2019,253.0,False,premium,
443,Alexander Rustemov,alexrustemov,https://www.chess.com/member/alexrustemov,76468406,GM,2525.0,Russia,3092,12/04/2020,16/07/2023,2704.0,2704.0,12/07/2023,138.0,51.0,95.0,2885.0,2988.0,08/05/2023,10113.0,3037.0,10128.0,2772.0,2775.0,15/05/2023,14.0,3.0,3.0,3547,15/03/2023,70.0,False,premium,Legend
444,,drvitman,https://www.chess.com/member/DrVitman,26003098,GM,2525.0,Aruba,22,08/01/2016,05/04/2023,,,,,,,2580.0,2745.0,14/04/2021,315.0,124.0,298.0,2523.0,2532.0,04/04/2019,6.0,1.0,7.0,2721,01/08/2019,50.0,False,premium,Wood
445,Rashad Babaev,rabachess,https://www.chess.com/member/Rabachess,20261018,GM,2525.0,United States,295,21/12/2014,13/07/2023,1283.0,2200.0,06/02/2016,17.0,16.0,30.0,2458.0,2507.0,04/05/2022,304.0,36.0,229.0,2136.0,2176.0,14/01/2021,27.0,1.0,12.0,2563,02/09/2019,42.0,False,premium,Bronze
446,Carlos Andres Obregón,gmcarlosaobregon,https://www.chess.com/member/GMCarlosAObregon,113881696,GM,2525.0,Argentina,153,19/01/2021,23/06/2022,2607.0,2822.0,29/05/2022,4.0,1.0,2.0,2938.0,2938.0,20/06/2022,305.0,48.0,260.0,2765.0,2780.0,13/10/2021,3.0,0.0,2.0,3180,21/06/2022,59.0,False,premium,Crystal
447,Roberto G Pantoja,rogapa,https://www.chess.com/member/rogapa,48355582,GM,2525.0,Cuba,120,01/08/2018,16/07/2023,2455.0,2494.0,20/12/2020,31.0,9.0,11.0,2659.0,2831.0,10/01/2020,662.0,89.0,384.0,2506.0,2513.0,13/11/2020,12.0,3.0,12.0,3021,10/04/2022,50.0,False,premium,Silver
448,Psakhis Lev,psakhislev,https://www.chess.com/member/psakhislev,19351486,GM,2524.0,Israel,12,18/10/2014,11/07/2023,,,,,,,2299.0,2342.0,25/04/2023,2.0,3.0,8.0,2321.0,2171.0,01/06/2020,66.0,0.0,2.0,2716,28/06/2019,37.0,False,premium,Wood
449,Valery Kazakouski,contrversia,https://www.chess.com/member/ContrVersia,194673317,GM,2524.0,Lithuania,26,25/08/2022,16/07/2023,2169.0,2169.0,25/09/2022,46.0,1.0,3.0,2855.0,2908.0,23/01/2023,295.0,31.0,92.0,2795.0,2795.0,16/11/2022,5.0,0.0,0.0,1135,06/07/2023,,False,premium,Champion
450,Yan Liu,wanderingknightly,https://www.chess.com/member/WanderingKnightLY,33188865,GM,2524.0,China,43,14/02/2017,16/07/2023,2459.0,2832.0,21/08/2020,5.0,6.0,4.0,2801.0,2891.0,26/12/2020,811.0,139.0,426.0,2620.0,2623.0,14/06/2021,55.0,2.0,28.0,4348,27/08/2019,52.0,False,premium,Bronze
451,Mikhail Brodsky,konservator69,https://www.chess.com/member/konservator69,76059406,GM,2524.0,Ukraine,40,08/04/2020,08/07/2023,2168.0,,,0.0,6.0,2.0,2592.0,2721.0,15/06/2020,689.0,263.0,365.0,,,,,,,1200,08/04/2020,,False,premium,Wood
452,Xu Yi,actorxu,https://www.chess.com/member/ActorXu,43428066,GM,2524.0,China,489,17/02/2018,16/07/2023,2465.0,2714.0,20/02/2022,82.0,56.0,56.0,2725.0,2927.0,15/03/2022,557.0,117.0,233.0,2553.0,2625.0,28/01/2021,85.0,13.0,47.0,3948,09/09/2022,97.0,False,premium,Crystal
453,Roeland Pruijssers,roelandpruijssers,https://www.chess.com/member/RoelandPruijssers,18460468,GM,2523.0,Netherlands,625,12/08/2014,16/07/2023,2437.0,2770.0,24/01/2021,16.0,1.0,8.0,2700.0,2791.0,20/08/2022,1278.0,204.0,846.0,2601.0,2635.0,10/06/2022,101.0,8.0,80.0,3421,13/07/2022,72.0,True,premium,
454,Vinay Bhat,vbhat,https://www.chess.com/member/vbhat,1738149,GM,2523.0,United States,66,30/01/2009,27/07/2020,,,,,,,2563.0,2609.0,29/12/2018,22.0,3.0,14.0,,,,,,,400,30/01/2009,36.0,False,premium,
455,Volodymyr Vetoshko,incognito_knight,https://www.chess.com/member/Incognito_Knight,13346540,GM,2523.0,Ukraine,251,31/08/2013,16/07/2023,2476.0,2553.0,12/06/2023,7.0,6.0,7.0,2680.0,2827.0,26/03/2020,1923.0,522.0,1717.0,2650.0,2683.0,10/01/2019,117.0,32.0,109.0,3219,12/06/2023,63.0,False,premium,Silver
456,Francesco Sonis,francyim,https://www.chess.com/member/francyIM,17028590,GM,2523.0,Italy,663,24/04/2014,16/07/2023,2472.0,2691.0,21/09/2020,115.0,13.0,34.0,2811.0,2977.0,27/09/2021,14993.0,2282.0,12071.0,2761.0,2800.0,18/03/2022,367.0,28.0,247.0,3255,11/10/2022,60.0,False,premium,Legend
457,Daniil Yuffa,danyuffa,https://www.chess.com/member/danyuffa,9166196,GM,2523.0,Russia,141,07/10/2012,13/11/2018,,,,,,,2621.0,2770.0,10/09/2018,712.0,119.0,478.0,2663.0,2560.0,14/01/2018,209.0,12.0,121.0,2577,09/02/2018,,False,premium,
458,Ilja Zaragatski,iljazaragatski,https://www.chess.com/member/IljaZaragatski,7441192,GM,2522.0,Germany,218,30/04/2012,20/06/2023,2475.0,2598.0,23/01/2022,13.0,1.0,5.0,2555.0,2630.0,03/11/2021,1051.0,83.0,772.0,2570.0,2438.0,02/08/2019,326.0,29.0,177.0,2747,18/06/2017,62.0,False,premium,Stone
459,Visakh NR,nrvisakh,https://www.chess.com/member/nrvisakh,50024282,GM,2522.0,India,380,23/09/2018,04/07/2023,2500.0,2574.0,11/02/2022,38.0,20.0,26.0,2819.0,2886.0,17/05/2022,2164.0,703.0,1420.0,2869.0,2920.0,16/09/2020,461.0,72.0,267.0,3920,13/07/2020,82.0,False,premium,Crystal
460,Juan Carlos Obregon Rivero,theredking89,https://www.chess.com/member/theredking89,18812650,GM,2521.0,Mexico,456,08/09/2014,09/07/2023,,,,,,,2705.0,2992.0,17/07/2019,8329.0,1590.0,7357.0,2515.0,2606.0,17/05/2017,328.0,41.0,242.0,2886,14/06/2023,35.0,False,premium,Silver
461,Maarten Solleveld,maartensolleveld,https://www.chess.com/member/MaartenSolleveld,19057770,GM,2521.0,Netherlands,3,26/09/2014,22/03/2016,,,,,,,2344.0,2344.0,07/10/2014,30.0,4.0,13.0,,,,,,,400,26/09/2014,,False,premium,
462,Marcin Krzyżanowski,krzyzan94,https://www.chess.com/member/krzyzan94,22948426,GM,2521.0,Poland,104,24/06/2015,15/07/2023,2397.0,2471.0,13/03/2023,1.0,0.0,2.0,2785.0,2903.0,15/03/2022,986.0,169.0,842.0,2734.0,2806.0,28/03/2023,361.0,31.0,395.0,3330,15/07/2020,53.0,False,premium,Silver
463,Jakov Geller,geller_jakov,https://www.chess.com/member/Geller_Jakov,32861052,GM,2521.0,Russia,28,02/02/2017,15/07/2023,2710.0,2377.0,20/04/2020,8.0,1.0,0.0,2675.0,2721.0,06/04/2020,75.0,7.0,39.0,2803.0,2821.0,26/02/2022,594.0,58.0,342.0,3766,13/06/2023,71.0,False,premium,Bronze
464,Alexandre Le Siège,caefellion,https://www.chess.com/member/caefellion,28926248,GM,2520.0,Canada,69,05/07/2016,14/07/2023,,,,,,,2459.0,2459.0,02/07/2018,35.0,0.0,1.0,,,,,,,2773,06/12/2019,50.0,False,premium,
465,Johann Hjartarson,eldur16,https://www.chess.com/member/eldur16,29595428,GM,2520.0,Iceland,46,23/08/2016,22/06/2023,2395.0,2668.0,10/04/2020,10.0,3.0,5.0,2687.0,2714.0,08/06/2022,908.0,141.0,388.0,,,,,,,400,23/08/2016,35.0,False,premium,Crystal
466,Enrico Sevillano,playingsomechess,https://www.chess.com/member/Playingsomechess,11519726,GM,2520.0,United States,0,14/04/2013,17/11/2018,,,,,,,2337.0,2349.0,20/04/2013,55.0,1.0,3.0,2550.0,1200.0,14/04/2013,3.0,0.0,3.0,400,14/04/2013,,False,premium,
467,Luka Budisavljevic,budisavljevic,https://www.chess.com/member/Budisavljevic,67843942,GM,2519.0,Serbia,66,12/11/2019,16/07/2023,2368.0,2609.0,16/03/2020,34.0,14.0,34.0,2601.0,2637.0,10/12/2022,135.0,23.0,136.0,2664.0,2726.0,15/12/2022,209.0,29.0,297.0,2765,18/01/2022,48.0,False,premium,Silver
468,Dmitry Frolyanov,frolyanov_d,https://www.chess.com/member/Frolyanov_D,24445746,GM,2518.0,Russia,24,06/10/2015,12/07/2023,2514.0,2686.0,13/03/2023,8.0,13.0,10.0,2607.0,2820.0,27/04/2019,197.0,62.0,138.0,,,,,,,3719,02/05/2023,54.0,False,premium,Wood
469,Valentin Yotov,vyotov,https://www.chess.com/member/vyotov,27373136,GM,2518.0,Bulgaria,119,23/03/2016,16/07/2023,2446.0,2226.0,21/05/2020,1.0,0.0,0.0,2539.0,2712.0,26/11/2021,366.0,76.0,286.0,2524.0,2728.0,13/01/2017,472.0,77.0,401.0,2772,10/01/2017,,False,premium,Silver
470,Roman Ovetchkin,roman_ovetchkin,https://www.chess.com/member/Roman_Ovetchkin,24531856,GM,2518.0,Russia,106,12/10/2015,16/06/2023,2277.0,2455.0,10/02/2020,10.0,5.0,7.0,2626.0,2797.0,21/12/2022,366.0,72.0,239.0,2727.0,2727.0,17/04/2022,39.0,2.0,8.0,2540,20/12/2022,59.0,False,premium,Bronze
471,Šarūnas Šulskis,margiriskaunas,https://www.chess.com/member/MargirisKaunas,108053482,GM,2518.0,Lithuania,18,29/12/2020,06/09/2022,,,,,,,2367.0,2516.0,17/02/2021,24.0,4.0,11.0,,,,,,,1000,29/12/2020,,False,premium,
472,Alex Yermolinsky,alexyermo,https://www.chess.com/member/AlexYermo,4975207,GM,2517.0,United States,481,12/04/2011,16/07/2023,1495.0,2206.0,08/12/2015,127.0,25.0,54.0,2121.0,2298.0,17/12/2015,27.0,15.0,96.0,1869.0,2019.0,25/02/2015,4.0,0.0,2.0,1893,07/07/2011,,False,premium,
473,Michael Prusikin,prumich,https://www.chess.com/member/Prumich,213216363,GM,2517.0,Germany,0,15/12/2022,10/03/2023,,,,,,,,,,,,,,,,,,,1000,15/12/2022,,False,premium,
474,Алексей Илюшин,iljushin_alexey,https://www.chess.com/member/Iljushin_Alexey,44802276,GM,2517.0,Russia,41,30/03/2018,24/11/2021,1993.0,2507.0,30/04/2020,10.0,16.0,6.0,2640.0,2778.0,13/04/2020,319.0,116.0,288.0,2562.0,2624.0,15/04/2020,1.0,0.0,5.0,2512,25/04/2020,35.0,False,premium,
475,Hugo ten Hertog,federtiu,https://www.chess.com/member/Federtiu,29807926,GM,2517.0,Netherlands,23,06/09/2016,27/05/2023,,,,,,,2798.0,2803.0,20/07/2022,2593.0,320.0,2123.0,2673.0,2771.0,09/02/2021,3137.0,269.0,2719.0,2895,16/11/2021,47.0,False,premium,Stone
476,Andrejs Sokolovs,andrejs_sokolov,https://www.chess.com/member/Andrejs_Sokolov,19271242,GM,2516.0,Latvia,26,12/10/2014,02/06/2023,,,,,,,2706.0,2714.0,04/11/2019,276.0,57.0,88.0,,,,,,,2815,28/10/2017,59.0,False,premium,
477,Stepan Zilka,hoacin,https://www.chess.com/member/hoacin,21713770,GM,2516.0,Czech Republic,9,28/03/2015,21/10/2021,,,,,,,2500.0,2624.0,18/04/2021,234.0,25.0,143.0,2474.0,2444.0,22/09/2015,340.0,15.0,186.0,2893,05/08/2015,,False,premium,
478,Denis Lazavik,denlaz,https://www.chess.com/member/DenLaz,34145346,GM,2515.0,Belarus,322,22/03/2017,16/07/2023,2733.0,2808.0,30/05/2020,87.0,79.0,33.0,3038.0,3083.0,25/03/2023,1784.0,464.0,922.0,3147.0,3151.0,08/07/2023,853.0,119.0,588.0,4240,07/07/2023,106.0,False,premium,Elite
479,Sahaj Grover,sahajgrover,https://www.chess.com/member/SahajGrover,31516676,GM,2515.0,India,357,10/12/2016,16/07/2023,2369.0,2681.0,14/04/2020,10.0,3.0,9.0,2778.0,2778.0,10/07/2023,439.0,63.0,314.0,2734.0,2764.0,30/10/2020,1417.0,132.0,1323.0,3711,11/09/2022,71.0,False,premium,Silver
480,Maciej Klekowski,maciek_92,https://www.chess.com/member/maciek_92,13316450,GM,2514.0,Poland,313,29/08/2013,16/07/2023,2420.0,2541.0,30/05/2020,6.0,3.0,12.0,2710.0,2931.0,02/09/2019,3882.0,597.0,2900.0,2904.0,2918.0,07/07/2023,1418.0,142.0,1125.0,3713,19/01/2023,64.0,False,premium,Elite
481,Robert Hungaski,rhungaski,https://www.chess.com/member/rhungaski,4412770,GM,2514.0,United States,195,19/12/2010,01/07/2023,,,,,,,2601.0,2675.0,11/09/2021,1593.0,176.0,749.0,2963.0,2963.0,12/06/2023,53.0,5.0,52.0,2748,17/02/2021,62.0,False,premium,Bronze
482,Khamrakulov Djurabek,khamrakulov_djurabek,https://www.chess.com/member/Khamrakulov_Djurabek,29236952,GM,2514.0,Uzbekistan,117,28/07/2016,15/07/2023,,,,,,,2840.0,2947.0,22/03/2020,553.0,104.0,391.0,2754.0,2626.0,05/10/2018,214.0,16.0,71.0,3700,13/02/2023,71.0,False,premium,Silver
483,Twan Burg,twannibal,https://www.chess.com/member/Twannibal,87313648,GM,2514.0,Netherlands,15,22/07/2020,12/07/2023,2271.0,2418.0,16/01/2021,22.0,10.0,10.0,2742.0,2820.0,15/03/2023,60.0,7.0,21.0,2640.0,2698.0,09/12/2020,6.0,0.0,3.0,2527,13/02/2021,38.0,False,premium,Stone
484,Marcin Tazbir,gmtazbir,https://www.chess.com/member/GMTazbir,17209870,GM,2513.0,Poland,747,08/05/2014,15/07/2023,2030.0,2120.0,04/04/2022,26.0,3.0,1.0,2773.0,2971.0,08/10/2021,727.0,216.0,411.0,2817.0,2886.0,28/09/2021,1096.0,152.0,610.0,3347,05/09/2022,53.0,False,premium,Silver
485,,geminiboy,https://www.chess.com/member/GeminiBoy,17099034,GM,2513.0,China,40,29/04/2014,13/07/2023,1847.0,2000.0,08/05/2014,5.0,0.0,4.0,2874.0,2920.0,21/12/2022,545.0,54.0,282.0,2591.0,2692.0,18/03/2021,20.0,1.0,8.0,2981,16/07/2020,53.0,False,premium,Silver
486,Vladimir Romanenko,romanenko-man,https://www.chess.com/member/Romanenko-MAN,8719650,GM,2513.0,United States,6,30/08/2012,21/11/2012,2513.0,,,0.0,1.0,1.0,,,,,,,,,,,,,400,30/08/2012,,False,premium,
487,Nikola Nestorovic,storne89,https://www.chess.com/member/Storne89,11519354,GM,2513.0,Serbia,508,14/04/2013,16/07/2023,2479.0,2791.0,27/02/2023,2.0,1.0,3.0,2616.0,2721.0,23/10/2019,815.0,158.0,731.0,2661.0,2723.0,11/06/2022,283.0,26.0,230.0,2787,12/09/2013,40.0,False,premium,Silver
488,Steven Zierk,zkid,https://www.chess.com/member/Zkid,1984522,GM,2512.0,United States,434,20/06/2009,16/07/2023,2722.0,2771.0,30/11/2020,7.0,2.0,5.0,2861.0,3005.0,13/09/2022,1118.0,186.0,562.0,2901.0,2805.0,28/02/2019,264.0,14.0,115.0,3704,14/12/2020,79.0,False,premium,Stone
489,Aydin Suleymanli,lastgladiator1,https://www.chess.com/member/LastGladiator1,43302154,GM,2512.0,Azerbaijan,679,13/02/2018,16/07/2023,2555.0,2620.0,02/02/2023,81.0,31.0,60.0,2916.0,2972.0,14/05/2023,1365.0,203.0,1126.0,3076.0,3105.0,08/07/2023,814.0,81.0,670.0,3642,10/12/2022,58.0,False,premium,Elite
490,Angel Arribas Lopez,fatupss,https://www.chess.com/member/FatUpss,14858680,GM,2512.0,United States,182,05/12/2013,10/06/2023,2163.0,2543.0,03/07/2020,12.0,1.0,6.0,2623.0,2802.0,09/02/2021,553.0,78.0,376.0,2739.0,2774.0,19/08/2017,1026.0,125.0,760.0,1433,25/06/2022,48.0,False,premium,Stone
491,Luis Engel,hoffentlichreichts,https://www.chess.com/member/hoffentlichreichts,52765022,GM,2512.0,Germany,33,04/12/2018,22/06/2023,1753.0,2369.0,14/08/2020,5.0,0.0,6.0,2632.0,2789.0,20/05/2022,346.0,50.0,134.0,,,,,,,3520,14/02/2023,49.0,False,premium,Bronze
492,Pontus Carlsson,gmpontuscarlsson,https://www.chess.com/member/GMPontusCarlsson,27278294,GM,2511.0,Sweden,368,17/03/2016,12/07/2023,2522.0,2471.0,23/12/2020,53.0,5.0,19.0,2881.0,2881.0,12/06/2023,2923.0,460.0,1799.0,2671.0,2671.0,21/04/2021,439.0,33.0,266.0,3214,25/12/2021,,False,premium,Stone
493,Grigor Grigorov,grigorgrigorov,https://www.chess.com/member/GrigorGrigorov,7557400,GM,2511.0,Bulgaria,714,12/05/2012,12/07/2023,2507.0,,,0.0,2.0,0.0,2818.0,2927.0,23/12/2021,5625.0,1382.0,4368.0,2724.0,2852.0,23/10/2022,212.0,18.0,82.0,3026,19/05/2022,56.0,False,premium,Crystal
494,Sergey Zablotsky,zablotsky,https://www.chess.com/member/Zablotsky,28141126,GM,2511.0,Russia,477,11/05/2016,13/07/2023,2380.0,2772.0,25/11/2020,41.0,0.0,2.0,2711.0,2792.0,18/02/2022,1606.0,309.0,1511.0,2497.0,2501.0,22/05/2016,55.0,2.0,23.0,3364,07/06/2023,41.0,False,premium,Silver
495,Vugar Rasulov,vugarrasulov,https://www.chess.com/member/vugarrasulov,26126112,GM,2511.0,Azerbaijan,345,14/01/2016,16/07/2023,2595.0,2621.0,08/08/2022,177.0,44.0,60.0,2894.0,2993.0,19/04/2023,6243.0,1085.0,2549.0,2868.0,2957.0,30/05/2021,1310.0,129.0,504.0,2836,09/07/2019,68.0,False,premium,Legend
496,Jonathan Hawkins,sumohawk,https://www.chess.com/member/SumoHawk,9636860,GM,2511.0,United Kingdom,53,14/11/2012,16/07/2023,2573.0,2590.0,19/01/2017,28.0,2.0,3.0,2341.0,2441.0,21/07/2016,446.0,24.0,158.0,2362.0,2367.0,13/04/2013,89.0,2.0,32.0,2259,30/06/2018,54.0,False,premium,
497,Sam Sevian,konavets,https://www.chess.com/member/Konavets,8829034,GM,2511.0,United States,828,08/09/2012,16/07/2023,2754.0,2772.0,17/07/2022,116.0,90.0,45.0,3017.0,3125.0,06/03/2023,3018.0,583.0,1561.0,3047.0,3146.0,10/07/2019,821.0,96.0,484.0,4187,09/05/2021,68.0,False,premium,Elite
498,Dani Raznikov,danir29,https://www.chess.com/member/danir29,28028698,GM,2510.0,Israel,73,04/05/2016,28/06/2023,,,,,,,2591.0,2713.0,15/03/2019,1340.0,337.0,1341.0,2653.0,2684.0,08/07/2016,482.0,97.0,476.0,2385,26/01/2023,41.0,False,premium,Crystal
499,Renier Gonzalez,gonzalez-mia,https://www.chess.com/member/Gonzalez-MIA,13762936,GM,2510.0,United States,1,04/10/2013,30/10/2017,,,,,,,2401.0,2443.0,22/11/2013,71.0,4.0,17.0,2632.0,2489.0,14/11/2013,165.0,10.0,44.0,2050,14/11/2013,,False,premium,
500,Alder Escobar,adiosabu,https://www.chess.com/member/adiosabu,51280493,GM,2510.0,Colombia,29,30/10/2018,04/05/2023,2499.0,2575.0,17/08/2020,1.0,3.0,0.0,2509.0,2614.0,26/05/2020,952.0,201.0,1085.0,,,,,,,1200,30/10/2018,21.0,False,premium,
501,Manuel Apicella,hyxiom,https://www.chess.com/member/Hyxiom,40931028,GM,2510.0,France,58,02/12/2017,16/07/2023,1894.0,1894.0,08/03/2019,2.0,0.0,0.0,2242.0,2374.0,14/12/2018,67.0,4.0,26.0,1619.0,1850.0,28/03/2019,9.0,0.0,2.0,1239,28/01/2023,40.0,False,premium,
502,Arjun Kalyan,arjun2002,https://www.chess.com/member/Arjun2002,43592416,GM,2509.0,India,101,22/02/2018,16/07/2023,2408.0,2495.0,04/02/2023,25.0,16.0,33.0,2752.0,2847.0,12/09/2022,802.0,220.0,624.0,2666.0,2806.0,19/11/2020,46.0,5.0,43.0,3292,26/10/2022,73.0,False,premium,Silver
503,Abhimanyu Puranik,abhidabhi,https://www.chess.com/member/abhidabhi,17884042,GM,2509.0,India,608,30/06/2014,21/06/2023,2577.0,2660.0,04/02/2023,11.0,9.0,11.0,2979.0,2991.0,18/01/2023,1030.0,191.0,769.0,2686.0,2721.0,30/11/2022,96.0,8.0,56.0,3760,15/04/2023,70.0,False,premium,Silver
504,Alexander Moskalenko,alexander_moskalenko,https://www.chess.com/member/Alexander_Moskalenko,25487812,GM,2508.0,Czech Republic,950,10/12/2015,12/07/2023,2435.0,2509.0,15/05/2022,14.0,3.0,8.0,2853.0,2968.0,01/04/2020,2815.0,969.0,2267.0,2670.0,2911.0,25/10/2021,543.0,108.0,554.0,3285,16/05/2023,60.0,False,premium,Crystal
505,Yunguo Wan,tk161,https://www.chess.com/member/tk161,77583492,GM,2508.0,China,15,23/04/2020,06/06/2023,2201.0,2589.0,17/10/2021,3.0,0.0,1.0,2654.0,2721.0,19/11/2020,119.0,14.0,110.0,2703.0,2553.0,22/08/2020,1.0,0.0,0.0,3218,10/11/2020,43.0,False,premium,Stone
